cohort,model_id,cohort_size,high_risk_mix,mean_pd,p50_pd,p90_pd,approval_rate,predicted_default_rate,actual_default_rate,auc
baseline_mix,CAT001,8000,0.15,0.06940802098803187,0.025417961605526902,0.16529658938318365,0.931125,0.068875,0.06875,0.8597079926784624
baseline_mix,CAT002,8000,0.15,0.06944308835115384,0.02570839675985765,0.166296740319329,0.93125,0.06875,0.06875,0.8611934106162294
baseline_mix,CAT003,8000,0.15,0.06950300377056697,0.025508147161714352,0.1653057465594716,0.92925,0.07075,0.06875,0.8597805979255644
baseline_mix,CAT004,8000,0.15,0.06952541944649766,0.02555741676892815,0.1650556004665444,0.930875,0.069125,0.06875,0.8593681513117755
baseline_mix,EASTACK001,8000,0.15,0.09096495089777894,0.028760917395042447,0.27300605369692477,0.887,0.113,0.06875,0.854381452104942
baseline_mix,ET001,8000,0.15,0.069846860071666,0.0465507200375562,0.14830527810376076,0.995,0.005,0.06875,0.8223331299572911
baseline_mix,ET002,8000,0.15,0.07033744640471776,0.04232354527805515,0.15699851576790574,0.983375,0.016625,0.06875,0.8322228187919464
baseline_mix,ET003,8000,0.15,0.07033728735337597,0.0408419666377156,0.1593520827348319,0.97325,0.02675,0.06875,0.8383936546674802
baseline_mix,ET004,8000,0.15,0.07028953949295931,0.04633214218555065,0.16080311034897618,0.999125,0.000875,0.06875,0.8142530811470409
baseline_mix,ET005,8000,0.15,0.38674238980355974,0.3221674034520403,0.7284537684274995,0.411875,0.588125,0.06875,0.8269991458206223
baseline_mix,GB001,8000,0.15,0.0699601904526993,0.0272206766727658,0.16628771879808932,0.9273750000000001,0.072625,0.06875,0.8608306284319707
baseline_mix,GB002,8000,0.15,0.06991015925676862,0.02703298763590755,0.1739362215208769,0.928,0.072,0.06875,0.8613262965222696
baseline_mix,GB003,8000,0.15,0.07004640460455441,0.0269608339264152,0.1660260504245478,0.927625,0.072375,0.06875,0.8612440512507626
baseline_mix,GB004,8000,0.15,0.0700506983446632,0.02704428589759505,0.16508852696829807,0.92725,0.07275,0.06875,0.8612157413056742
baseline_mix,GNB001,8000,0.15,0.025376815246675656,0.00033200371431104997,0.05601926144055218,0.980125,0.019875,0.06875,0.7674323367907261
baseline_mix,GNB007,8000,0.15,0.02689678005778735,0.00057820286551565,0.08799259739442167,0.983875,0.016125,0.06875,0.7779399633923123
baseline_mix,GNB008,8000,0.15,0.05261529190379875,0.0015122991448701,0.20470818581205735,0.924625,0.075375,0.06875,0.7797976815131177
baseline_mix,GNB009,8000,0.15,0.024778482767734415,0.00036868050341405,0.0657721286743222,0.983875,0.016125,0.06875,0.7757887736424649
baseline_mix,GNB010,8000,0.15,0.021315324305518555,0.00025668180089805,0.05004538486668596,0.985875,0.014125,0.06875,0.7750107382550335
baseline_mix,LASSOSTACK001,8000,0.15,0.06858052508478188,0.022464750322983153,0.1597528996128283,0.934625,0.065375,0.06875,0.8559436241610737
baseline_mix,LGB001,8000,0.15,0.06960835220543748,0.025748804376559152,0.174428667238887,0.92875,0.07125,0.06875,0.8607309334960342
baseline_mix,LGB002,8000,0.15,0.06940347218965431,0.02524056476482255,0.17846466400546457,0.9295,0.0705,0.06875,0.8620749237339842
baseline_mix,LGB003,8000,0.15,0.0696746792793321,0.0256326363776175,0.17653466748375063,0.928,0.072,0.06875,0.8623957291031117
baseline_mix,LGB004,8000,0.15,0.06983265046378839,0.0257795428385885,0.17492719688762032,0.92725,0.07275,0.06875,0.8618503965832823
baseline_mix,LRSTACK001,8000,0.15,0.06857967030610956,0.02214788232540245,0.16237931953900483,0.93375,0.06625,0.06875,0.8558860280658938
baseline_mix,NN001,8000,0.15,0.0661449799797862,0.02397385037796735,0.15581662658749454,0.93825,0.06175,0.06875,0.8540910311165346
baseline_mix,NN002,8000,0.15,0.06838832052196488,0.027685225779157302,0.15902193164948675,0.93925,0.06075,0.06875,0.8501539963392313
baseline_mix,NN003,8000,0.15,0.07065100177646262,0.023453223108347097,0.17499197082320622,0.926375,0.073625,0.06875,0.8591438682123246
baseline_mix,NN004,8000,0.15,0.0699878465519515,0.02633569052547345,0.16476292474271284,0.93075,0.06925,0.06875,0.8494031726662599
baseline_mix,NN005,8000,0.15,0.07143798106311516,0.0320658490297418,0.16505660484632706,0.950875,0.049125,0.06875,0.827700793166565
baseline_mix,NN006,8000,0.15,0.06793213177910438,0.0255627018570873,0.1594734741155527,0.936625,0.063375,0.06875,0.8543441122635753
baseline_mix,NN007,8000,0.15,0.0680797606488221,0.02371364974120605,0.16900426078960287,0.930875,0.069125,0.06875,0.8572317266625991
baseline_mix,NN008,8000,0.15,0.0610236863082711,0.019860877711981847,0.14879587015530807,0.938875,0.061125,0.06875,0.8589903599755949
baseline_mix,NN009,8000,0.15,0.06967999858637072,0.0268679399460805,0.1741773812075858,0.930375,0.069625,0.06875,0.8616209884075656
baseline_mix,NN010,8000,0.15,0.0785722345708933,0.0328705864169409,0.20129663581652454,0.923625,0.076375,0.06875,0.8524768761439903
baseline_mix,NN011,8000,0.15,0.06886721006361389,0.0280914441925801,0.160064956338464,0.93875,0.06125,0.06875,0.8494794386821234
baseline_mix,NN012,8000,0.15,0.0743258192718831,0.028619821988762298,0.17917807256353557,0.933375,0.066625,0.06875,0.8489308114704088
baseline_mix,NN013,8000,0.15,0.06762333537198592,0.0260996977922336,0.16000356980024086,0.9395,0.0605,0.06875,0.8522687004270896
baseline_mix,NN014,8000,0.15,0.0687393321043099,0.024243927131035452,0.1697485677936406,0.931125,0.068875,0.06875,0.8455610738255035
baseline_mix,NN015,8000,0.15,0.07527599785713908,0.0283186262683661,0.1890068374093393,0.924875,0.075125,0.06875,0.846915802318487
baseline_mix,NN016,8000,0.15,0.07474971718979999,0.0289436589857382,0.17669800425137247,0.931125,0.068875,0.06875,0.8459908480780964
baseline_mix,NN017,8000,0.15,0.06852103201832697,0.0276675845828755,0.16384109726326634,0.9355,0.0645,0.06875,0.8502473459426481
baseline_mix,NN018,8000,0.15,0.06683478067938324,0.024537030839407947,0.16851224617579116,0.92975,0.07025,0.06875,0.8594407565588773
baseline_mix,NN019,8000,0.15,0.07424143514060833,0.02766058197509355,0.18708918484697584,0.925125,0.074875,0.06875,0.8586202562538132
baseline_mix,NNSTACK001,8000,0.15,0.06684890598281551,0.0207413331522414,0.16130033147465644,0.937,0.063,0.06875,0.8566916412446614
baseline_mix,RASTACK001,8000,0.15,0.5205822032166922,0.5323203248767209,0.8789514860432426,0.21562499999999996,0.784375,0.06875,0.8451438682123246
baseline_mix,RF001,8000,0.15,0.06998393892819772,0.0288794741268339,0.15723579489301798,0.939625,0.060375,0.06875,0.8510311165344722
baseline_mix,RF002,8000,0.15,0.0698719254828853,0.028969081828535352,0.1682609106566845,0.935,0.065,0.06875,0.8549361805979256
baseline_mix,RF003,8000,0.15,0.06978177458564525,0.02858618772736235,0.17733306673774923,0.932625,0.067375,0.06875,0.8586987187309334
baseline_mix,RF004,8000,0.15,0.06998050598967193,0.02990248769221685,0.17229369303427186,0.936375,0.063625,0.06875,0.8542625991458206
baseline_mix,RF005,8000,0.15,0.34660935721035513,0.27345929013939957,0.7350690780104333,0.477125,0.522875,0.06875,0.8544446613788895
baseline_mix,RFSTACK001,8000,0.15,0.06974367138375043,0.0211968135318969,0.17065921082207708,0.9275,0.0725,0.06875,0.859592678462477
baseline_mix,RIDGESTACK001,8000,0.15,0.06899178070722517,0.023105889738874202,0.17051943561226696,0.930875,0.069125,0.06875,0.8559973154362417
baseline_mix,RLOG001,8000,0.15,0.0717436356344397,0.0344934993567015,0.19104043570485987,0.97175,0.02825,0.06875,0.7849461866992068
baseline_mix,RLOG002,8000,0.15,0.07101334921856335,0.0327238994098964,0.18579574238069368,0.962125,0.037875,0.06875,0.7856600366076876
baseline_mix,RLOG003,8000,0.15,0.07093564124021844,0.03276664223934915,0.1837953705723787,0.962125,0.037875,0.06875,0.7853225137278828
baseline_mix,RLOG004,8000,0.15,0.07092856424182513,0.032770847509427,0.18396768236860336,0.962125,0.037875,0.06875,0.7852644295302014
baseline_mix,RLOG005,8000,0.15,0.07388685534554316,0.03653414468203405,0.19465829078585734,0.967125,0.032875,0.06875,0.7860737034777303
baseline_mix,RLOG006,8000,0.15,0.07124547512716378,0.0330160099427739,0.18580427652260442,0.962625,0.037375,0.06875,0.7858108602806588
baseline_mix,RLOG007,8000,0.15,0.0709604666361486,0.03280444147395035,0.18398751417944179,0.962125,0.037875,0.06875,0.785333740085418
baseline_mix,RLOG008,8000,0.15,0.07093045055565558,0.0327826888638104,0.18392706410531245,0.962125,0.037875,0.06875,0.785272971323978
baseline_mix,T001,8000,0.15,0.06998970097284919,0.0223691888737599,0.1086944641783704,0.939125,0.060875,0.06875,0.7885319097010373
baseline_mix,T002,8000,0.15,0.07051027638902042,0.0124345773612013,0.1612903225806451,0.9215,0.0785,0.06875,0.8370769981696156
baseline_mix,T003,8000,0.15,0.07040593883273212,0.0159810594850547,0.1661649608669476,0.926,0.074,0.06875,0.84528322147651
baseline_mix,T004,8000,0.15,0.07082983337945756,0.0124345773612013,0.1612903225806451,0.918625,0.081375,0.06875,0.8367022574740696
baseline_mix,T005,8000,0.15,0.07069593105359459,0.0159810594850547,0.1841269841269841,0.922,0.078,0.06875,0.8465784014643074
baseline_mix,T006,8000,0.15,0.35458959248379335,0.3045732057290033,0.7067950967746957,0.46587500000000004,0.534125,0.06875,0.8400223306894448
baseline_mix,T007,8000,0.15,0.34769328195748056,0.2261246970901431,0.7351124031517605,0.506875,0.493125,0.06875,0.8481478950579623
baseline_mix,WASTACK001,8000,0.15,0.09247491137580564,0.02893519790938135,0.2794362173052618,0.886,0.114,0.06875,0.8545784014643075
baseline_mix,WASTACK002,8000,0.15,0.09267712582606977,0.0288475390099806,0.28112596438124177,0.8855,0.1145,0.06875,0.8546010982306285
baseline_mix,WASTACK003,8000,0.15,0.07532098768741449,0.02781294498220575,0.1961695782250017,0.9275,0.0725,0.06875,0.8545310555216596
baseline_mix,WASTACK004,8000,0.15,0.06944308835115384,0.02570839675985765,0.166296740319329,0.93125,0.06875,0.06875,0.8611934106162294
baseline_mix,WGNB001,8000,0.15,0.1148321618140061,0.0019814952237789,0.7092525653786376,0.885,0.115,0.06875,0.8470859060402685
baseline_mix,WGNB002,8000,0.15,0.1148321628731506,0.0019814953921963,0.7092525655441235,0.885,0.115,0.06875,0.8470859060402685
baseline_mix,WGNB003,8000,0.15,0.11483216286360873,0.001981495390679,0.7092525655426338,0.885,0.115,0.06875,0.8470859060402685
baseline_mix,WGNB004,8000,0.15,0.11483216276819029,0.0019814953755063,0.7092525655277259,0.885,0.115,0.06875,0.8470859060402685
baseline_mix,WGNB005,8000,0.15,0.1148321618140061,0.0019814952237789,0.7092525653786376,0.885,0.115,0.06875,0.8470859060402685
baseline_mix,WGNB006,8000,0.15,0.11483215227218976,0.0019814937065101,0.709252563887753,0.885,0.115,0.06875,0.8470859060402685
baseline_mix,WGNB007,8000,0.15,0.11483205685660662,0.001981478534306,0.7092525489791053,0.885,0.115,0.06875,0.8470854179377669
baseline_mix,WGNB008,8000,0.15,0.11483110295838031,0.001981326860677,0.7092523999109576,0.885,0.115,0.06875,0.8470878584502746
baseline_mix,WGNB009,8000,0.15,0.11482158934385388,0.00197976579148495,0.7092500813058438,0.885375,0.114625,0.06875,0.8471154362416107
baseline_mix,WGNB010,8000,0.15,0.11472861474485706,0.0019651625124165,0.7075924085359011,0.885375,0.114625,0.06875,0.8474348993288591
baseline_mix,WGNB011,8000,0.15,0.09923552917135713,0.0036028505675384,0.2134148722239428,0.904375,0.095625,0.06875,0.8318848078096401
baseline_mix,WGNB012,8000,0.15,0.1098631577490995,0.0017651579654156,0.6309230164031187,0.888625,0.111375,0.06875,0.844903111653447
baseline_mix,WGNB013,8000,0.15,0.11239095002626563,0.0018982948460064,0.6668437717495291,0.8865,0.1135,0.06875,0.8511432580841977
baseline_mix,WGNB014,8000,0.15,0.11319775337493998,0.0019101733392933,0.6777969941679475,0.886625,0.113375,0.06875,0.8493631482611348
baseline_mix,WLOG001,8000,0.15,0.07141768704072307,0.0345109062160399,0.1836957508367603,0.978,0.022,0.06875,0.7552929835265405
baseline_mix,WLOG002,8000,0.15,0.07021303880236884,0.030665691037261,0.1221835286151288,0.95575,0.04425,0.06875,0.7974510067114093
baseline_mix,WLOG003,8000,0.15,0.07010109335305865,0.0254336642014213,0.1625227181954918,0.942625,0.057375,0.06875,0.8288662599145822
baseline_mix,WLOG004,8000,0.15,0.06966454612149003,0.0252359397212404,0.1520010075797318,0.944625,0.055375,0.06875,0.8375441122635754
baseline_mix,WLOG005,8000,0.15,0.0694232982896841,0.0290619961560334,0.1490749862335103,0.94175,0.05825,0.06875,0.8394608907870653
baseline_mix,XGB001,8000,0.15,0.06975844855498868,0.026451701298356,0.1645326301455498,0.931125,0.068875,0.06875,0.8595637583892617
baseline_mix,XGB002,8000,0.15,0.06971499409378153,0.02640310581773515,0.16268140375614165,0.9315,0.0685,0.06875,0.8599651006711408
baseline_mix,XGB003,8000,0.15,0.06942203292023619,0.02734851278364655,0.16121006309986127,0.9359999999999999,0.064,0.06875,0.8575605857230016
baseline_mix,XGB004,8000,0.15,0.0694820061808568,0.027710273861885,0.16081891357898706,0.93575,0.06425,0.06875,0.8568185478950578
baseline_mix,XGBSTACK001,8000,0.15,0.06940502498135898,0.026787017472088302,0.18508230894804034,0.932625,0.067375,0.06875,0.8623022574740695
mild_risk_shift,BLOG001,8000,0.2,0.07656103090616981,0.0347959969207082,0.184598776538323,0.976,0.024,0.083,0.7648200490073709
mild_risk_shift,BLOG002,8000,0.2,0.07861376743087327,0.031541492355901,0.1176303056639665,0.944125,0.055875,0.083,0.8106460055051176
mild_risk_shift,BLOG003,8000,0.2,0.08015775952260765,0.0387657103157925,0.1820447295974901,0.92525,0.07475,0.083,0.8350010593081159
mild_risk_shift,BLOG004,8000,0.2,0.08072950230647129,0.0378319959910915,0.183424906937081,0.924,0.076,0.083,0.8437006272089448
mild_risk_shift,BLOG005,8000,0.2,0.08062116909554344,0.0336875688724992,0.1814857160835965,0.92275,0.07725,0.083,0.8455945510504395
mild_risk_shift,BNB001,8000,0.2,0.1394432508268793,0.007088349760919399,0.7029076484336534,0.842625,0.157375,0.083,0.8456395100576789
mild_risk_shift,BNB002,8000,0.2,0.28600331033612336,0.09042827202433651,0.9705438783318062,0.650875,0.349125,0.083,0.8456410497497077
mild_risk_shift,BNB003,8000,0.2,0.13944162591022377,0.007088562783374049,0.7029289127897491,0.842625,0.157375,0.083,0.8456401259344904
mild_risk_shift,BNB004,8000,0.2,0.28600069143191836,0.0904307630165133,0.9705467895139165,0.650875,0.349125,0.083,0.8456416656265192
mild_risk_shift,BNB005,8000,0.2,0.13943959453504004,0.00708882893672845,0.7029554869266056,0.842625,0.157375,0.083,0.8456399206422198
mild_risk_shift,BNB006,8000,0.2,0.2859974170275236,0.0904338751566966,0.9705504273289633,0.650875,0.349125,0.083,0.8456414603342487
mild_risk_shift,BNB007,8000,0.2,0.13943349888143192,0.00708962656557695,0.7029680937324362,0.84275,0.15725,0.083,0.8456364306736215
mild_risk_shift,BNB008,8000,0.2,0.28598758865645835,0.09044320091386675,0.9705521529205334,0.650875,0.349125,0.083,0.8456379703656501
mild_risk_shift,BNB009,8000,0.2,0.13942333437167562,0.00709095317759285,0.702894117877432,0.84275,0.15725,0.083,0.8456442317799004
mild_risk_shift,BNB010,8000,0.2,0.2859711908640478,0.09045870832001274,0.9705420245551896,0.650875,0.349125,0.083,0.8456457714719292
mild_risk_shift,BNB011,8000,0.2,0.13940298632387654,0.0070895130984067,0.7029808162566004,0.84275,0.15725,0.083,0.8456489535021219
mild_risk_shift,BNB012,8000,0.2,0.28593833101877203,0.0904418807664613,0.9705538888071353,0.650875,0.349125,0.083,0.8456504931941506
mild_risk_shift,BNB013,8000,0.2,0.13936221448818856,0.0070806891129563,0.7034035105535899,0.84275,0.15725,0.083,0.8456296560286951
mild_risk_shift,BNB014,8000,0.2,0.28587235538469624,0.0903387510802481,0.9706117079820582,0.650875,0.349125,0.083,0.8456311957207236
mild_risk_shift,BNB015,8000,0.2,0.1392393006255943,0.00709210598253435,0.7035697796846436,0.84275,0.15725,0.083,0.845621033753334
mild_risk_shift,BNB016,8000,0.2,0.2856724032490295,0.09047215096663819,0.9706344471580608,0.651,0.349,0.083,0.8456225734453628
mild_risk_shift,BNB017,8000,0.2,0.13903249870800363,0.0070817413894223,0.7008763202898677,0.84275,0.15725,0.083,0.845591471666382
mild_risk_shift,BNB018,8000,0.2,0.2853325441089967,0.0903510506165483,0.970265065654286,0.65125,0.34875,0.083,0.8455963986808739
mild_risk_shift,CAT001,8000,0.2,0.08187398026169083,0.03170550102315825,0.22930744133275624,0.91,0.09,0.083,0.8546178648618465
mild_risk_shift,CAT002,8000,0.2,0.08211264389752021,0.03219064665350145,0.23147177794940166,0.90825,0.09175,0.083,0.8560247327915808
mild_risk_shift,CAT003,8000,0.2,0.08204191680658239,0.0319553963101893,0.22990025023951527,0.9085,0.0915,0.083,0.8551404363364035
mild_risk_shift,CAT004,8000,0.2,0.08196164403065792,0.031703841457354,0.2270975265172324,0.909125,0.090875,0.083,0.854297198335326
mild_risk_shift,EASTACK001,8000,0.2,0.10746382677154695,0.0361253212313947,0.34880952127501236,0.8535,0.1465,0.083,0.8509487787573413
mild_risk_shift,ET001,8000,0.2,0.07524223274520346,0.052889193348201,0.1508679788287854,0.992,0.008,0.083,0.8260164430896979
mild_risk_shift,ET002,8000,0.2,0.07707894720968585,0.049415730393024146,0.16434373342711814,0.977125,0.022875,0.083,0.8338125197080579
mild_risk_shift,ET003,8000,0.2,0.07802231238533051,0.04738335823212675,0.17356267399898778,0.965125,0.034875,0.083,0.8389247078280406
mild_risk_shift,ET004,8000,0.2,0.0754987698975232,0.0533430235380533,0.16449005517260618,0.9985,0.0015,0.083,0.8176156780885813
mild_risk_shift,ET005,8000,0.2,0.4105668177498445,0.361814727878291,0.7351847232261678,0.373,0.627,0.083,0.8264063957575121
mild_risk_shift,GB001,8000,0.2,0.08283195846546403,0.03336092731706435,0.24049995347369207,0.904375,0.095625,0.083,0.8555994698532406
mild_risk_shift,GB002,8000,0.2,0.08306631390407103,0.03215964400121185,0.24699746704473496,0.900875,0.099125,0.083,0.855581096195031
mild_risk_shift,GB003,8000,0.2,0.0831027692350344,0.03302177433332505,0.24039304784911247,0.90375,0.09625,0.083,0.8555101677155732
mild_risk_shift,GB004,8000,0.2,0.08297918524527907,0.033603018587721606,0.2416910568425738,0.902625,0.097375,0.083,0.855842843839918
mild_risk_shift,GNB001,8000,0.2,0.03199274964126118,0.00044290104721350003,0.07528315735849511,0.97375,0.02625,0.083,0.759568056851178
mild_risk_shift,GNB007,8000,0.2,0.032189345222672,0.00078520708833755,0.09881477187116078,0.9795,0.0205,0.083,0.78966646985981
mild_risk_shift,GNB008,8000,0.2,0.062027692425216364,0.0019583929768069,0.23503908806856916,0.912125,0.087875,0.083,0.7748775226314198
mild_risk_shift,GNB009,8000,0.2,0.03076650746277077,0.0004689530476331,0.07934222111648868,0.978125,0.021875,0.083,0.7744902387631223
mild_risk_shift,GNB010,8000,0.2,0.026802792494849955,0.0003309185771993,0.059177430496280485,0.981,0.019,0.083,0.7742514838525312
mild_risk_shift,LASSOSTACK001,8000,0.2,0.08076044389460196,0.02433693863012365,0.2209058676351653,0.912625,0.087375,0.083,0.851364085020562
mild_risk_shift,LGB001,8000,0.2,0.08273853350588309,0.0317730434756189,0.24048907274305667,0.90425,0.09575,0.083,0.8542855993220428
mild_risk_shift,LGB002,8000,0.2,0.08272827940765753,0.0305258648224045,0.24349748783866876,0.902375,0.097625,0.083,0.8524942189696626
mild_risk_shift,LGB003,8000,0.2,0.08308091054176958,0.031741271125445045,0.23984915001802404,0.9035,0.0965,0.083,0.8552490359474978
mild_risk_shift,LGB004,8000,0.2,0.08300091370412555,0.03182596248866545,0.24066562965337568,0.904375,0.095625,0.083,0.8550807989318232
mild_risk_shift,LRSTACK001,8000,0.2,0.08079814977274237,0.0241414935772623,0.22093320938795907,0.911,0.089,0.083,0.8506607537018303
mild_risk_shift,NN001,8000,0.2,0.07789822028183188,0.028789880004792,0.20735477545838307,0.915875,0.084125,0.083,0.8504312369434115
mild_risk_shift,NN002,8000,0.2,0.07953658125249728,0.03300020018437345,0.2117237493310955,0.91975,0.08025,0.083,0.8471149456057601
mild_risk_shift,NN003,8000,0.2,0.08451199407679545,0.0293466947526226,0.24436111041627148,0.902625,0.097375,0.083,0.8491992780281432
mild_risk_shift,NN004,8000,0.2,0.08242487146414669,0.0327475723305009,0.22548992684555413,0.908875,0.091125,0.083,0.8485248929195518
mild_risk_shift,NN005,8000,0.2,0.08110377169322289,0.03786363750010445,0.19067353690929478,0.935875,0.064125,0.083,0.8278667423237114
mild_risk_shift,NN006,8000,0.2,0.07978641630384263,0.030860721937794898,0.2135835127147656,0.9143749999999999,0.085625,0.083,0.8501163186004651
mild_risk_shift,NN007,8000,0.2,0.08055739460093589,0.029514661874074,0.22606788508403214,0.9095,0.0905,0.083,0.8504973410545125
mild_risk_shift,NN008,8000,0.2,0.07237293388931186,0.0253135368924313,0.1997079521544115,0.919625,0.080375,0.083,0.8537637463704326
mild_risk_shift,NN009,8000,0.2,0.08290524078515504,0.0334352247798998,0.2351939490888066,0.908375,0.091625,0.083,0.852619241962397
mild_risk_shift,NN010,8000,0.2,0.09209339777865688,0.0389120142491443,0.25429731802913313,0.898625,0.101375,0.083,0.8492926860112204
mild_risk_shift,NN011,8000,0.2,0.0800150340639264,0.033346551433213495,0.21163537945368474,0.91975,0.08025,0.083,0.8467082616179002
mild_risk_shift,NN012,8000,0.2,0.08669389150486301,0.03483979963049985,0.23236994817574946,0.909875,0.090125,0.083,0.8470270805139861
mild_risk_shift,NN013,8000,0.2,0.07889827320248344,0.03134084348336655,0.20796291563886085,0.920625,0.079375,0.083,0.849295765395278
mild_risk_shift,NN014,8000,0.2,0.08078291460378344,0.02980019876219285,0.2302177184842912,0.90875,0.09125,0.083,0.8456812870347254
mild_risk_shift,NN015,8000,0.2,0.0884624854421397,0.0358314348180709,0.2543797296111163,0.898875,0.101125,0.083,0.8457034585999396
mild_risk_shift,NN016,8000,0.2,0.08731976117077604,0.0355050976281844,0.2334309239906053,0.907875,0.092125,0.083,0.8470020348569853
mild_risk_shift,NN017,8000,0.2,0.0811661728883006,0.034347340382010746,0.21629167975263366,0.912375,0.087625,0.083,0.8457070512146734
mild_risk_shift,NN018,8000,0.2,0.07998876765228559,0.0302004018269038,0.225808868320578,0.90925,0.09075,0.083,0.8528862245601818
mild_risk_shift,NN019,8000,0.2,0.08789168990121984,0.0333837631988472,0.2516066783158459,0.89925,0.10075,0.083,0.8563098837553048
mild_risk_shift,NNSTACK001,8000,0.2,0.07882658121254435,0.02296470712311635,0.21614101935941551,0.917125,0.082875,0.083,0.8509684868153091
mild_risk_shift,RASTACK001,8000,0.2,0.5493559316567932,0.5862340183412544,0.9033896177789678,0.19525000000000003,0.80475,0.083,0.8465065619621341
mild_risk_shift,RF001,8000,0.2,0.0805500069867725,0.0365840034491052,0.19499376312622924,0.91975,0.08025,0.083,0.8461559227641209
mild_risk_shift,RF002,8000,0.2,0.08142531576050338,0.0356475249283183,0.21885544427233353,0.912875,0.087125,0.083,0.8499682002272996
mild_risk_shift,RF003,8000,0.2,0.08202687238983826,0.036021567056749554,0.23023752441395015,0.908625,0.091375,0.083,0.8527868631012601
mild_risk_shift,RF004,8000,0.2,0.08126319061222484,0.0372315280016685,0.21411215340331669,0.9145,0.0855,0.083,0.8492929939496262
mild_risk_shift,RF005,8000,0.2,0.3764476125110083,0.31716648814894194,0.7835822882350365,0.4345,0.5655,0.083,0.8489886481586104
mild_risk_shift,RFSTACK001,8000,0.2,0.08205828596145436,0.0313295532943311,0.24280641074827236,0.903375,0.096625,0.083,0.8548788939837868
mild_risk_shift,RIDGESTACK001,8000,0.2,0.08093993737085244,0.02499319656271165,0.2307481590752027,0.908875,0.091125,0.083,0.8520877402740734
mild_risk_shift,RLOG001,8000,0.2,0.07859326620260594,0.03924975917139055,0.2012618796676036,0.963625,0.036375,0.083,0.7876054381101287
mild_risk_shift,RLOG002,8000,0.2,0.0784483637814764,0.0375908342409232,0.1956540331285279,0.951875,0.048125,0.083,0.786970058532932
